diff	diff_fill	dir	dir_reverse	bin	bin_reverse	dec	dec_reverse
2223	2223	0	1	00110	01100	6	44
	2223	1	0	00011	11000	35	24
	2223	0	1	00110	01100	6	44
	2223	1	0	00011	11000	35	24
	2223	0	1	11110	01111	30	47
	2223	1	0	01100	00110	44	6
	2223	0	1	11000	00011	24	35
	2223	1	0	01100	00110	44	6
	2223	0	1	11000	00011	24	35
2230	2230	0	1	00111	11100	7	60
	2230	1	0	00010	01000	34	8
	2230	0	1	11110	01111	30	47
	2230	1	0	01100	00110	44	6
	2230	0	1	11000	00011	24	35
	2230	1	0	01100	00110	44	6
	2230	0	1	11000	00011	24	35
2231	2231	0	1	00110	01100	6	44
	2231	1	0	00010	01000	34	8
	2231	0	1	11110	01111	30	47
	2231	1	0	01100	00110	44	6
	2231	0	1	11000	00011	24	35
	2231	1	0	01100	00110	44	6
	2231	0	1	11000	00011	24	35
2232	2232	0	1	00110	01100	6	44
	2232	1	0	00011	11000	35	24
	2232	0	1	11110	01111	30	47
	2232	1	0	01100	00110	44	6
	2232	0	1	11000	00011	24	35
	2232	1	0	01100	00110	44	6
	2232	0	1	11000	00011	24	35
2233	2233	0	1	00011	11000	3	56
	2233	1	0	00001	10000	33	16
	2233	0	1	00111	11100	7	60
	2233	1	0	00011	11000	35	24
	2233	0	1	11111	11111	31	63
	2233	1	0	01100	00110	44	6
	2233	0	1	11000	00011	24	35
	2233	1	0	01100	00110	44	6
	2233	0	1	11000	00011	24	35
2300	2300	0	1	01111	11110	15	62
	2300	1	0	00100	00100	36	4
	2300	0	1	11100	00111	28	39
	2300	1	0	01000	00010	40	2
	2300	0	1	11000	00011	24	35
	2300	1	0	01111	11110	47	30
2301	2301	0	1	01110	01110	14	46
	2301	1	0	00100	00100	36	4
	2301	0	1	11100	00111	28	39
	2301	1	0	01000	00010	40	2
	2301	0	1	11000	00011	24	35
	2301	1	0	01111	11110	47	30
2302	2302	0	1	01110	01110	14	46
	2302	1	0	00111	11100	39	28
	2302	0	1	11110	01111	30	47
	2302	1	0	01000	00010	40	2
	2302	0	1	11000	00011	24	35
	2302	1	0	01111	11110	47	30
2303	2303	0	1	01110	01110	14	46
	2303	1	0	00111	11100	39	28
	2303	0	1	11110	01111	30	47
	2303	1	0	01111	11110	47	30
	2303	0	1	11110	01111	30	47
	2303	1	0	01111	11110	47	30
2310	2310	0	1	11111	11111	31	63
	2310	1	0	01110	01110	46	14
	2310	0	1	11100	00111	28	39
	2310	1	0	01000	00010	40	2
	2310	0	1	00000	00000	0	32
	2310	1	0	00111	11100	39	28
2311	2311	0	1	11110	01111	30	47
	2311	1	0	01110	01110	46	14
	2311	0	1	11100	00111	28	39
	2311	1	0	01000	00010	40	2
	2311	0	1	00000	00000	0	32
	2311	1	0	00111	11100	39	28
2312	2312	0	1	11110	01111	30	47
	2312	1	0	01110	01110	46	14
	2312	0	1	11100	00111	28	39
	2312	1	0	01111	11110	47	30
	2312	0	1	01110	01110	14	46
	2312	1	0	00111	11100	39	28
2313	2313	0	1	11110	01111	30	47
	2313	1	0	01110	01110	46	14
	2313	0	1	11100	00111	28	39
	2313	1	0	01111	11110	47	30
	2313	0	1	01110	01110	14	46
	2313	1	0	00111	11100	39	28
	2313	0	1	11110	01111	30	47
2320	2320	0	1	11111	11111	31	63
	2320	1	0	01110	01110	46	14
	2320	0	1	11100	00111	28	39
	2320	1	0	01110	01110	46	14
	2320	0	1	01100	00110	12	38
	2320	1	0	00111	11100	39	28
2321	2321	0	1	11110	01111	30	47
	2321	1	0	01110	01110	46	14
	2321	0	1	11100	00111	28	39
	2321	1	0	01110	01110	46	14
	2321	0	1	01100	00110	12	38
	2321	1	0	00111	11100	39	28
2322	2322	0	1	11110	01111	30	47
	2322	1	0	01110	01110	46	14
	2322	0	1	11100	00111	28	39
	2322	1	0	01110	01110	46	14
	2322	0	1	01100	00110	12	38
	2322	1	0	00111	11100	39	28
	2322	0	1	11110	01111	30	47
2323	2323	0	1	00011	11000	3	56
	2323	1	0	00001	10000	33	16
	2323	0	1	11111	11111	31	63
	2323	1	0	01110	01110	46	14
	2323	0	1	11100	00111	28	39
	2323	1	0	01110	01110	46	14
	2323	0	1	01100	00110	12	38
	2323	1	0	00111	11100	39	28
2330	2330	0	1	01111	11110	15	62
	2330	1	0	00110	01100	38	12
	2330	0	1	11100	00111	28	39
	2330	1	0	01110	01110	46	14
	2330	0	1	11100	00111	28	39
	2330	1	0	01110	01110	46	14
	2330	0	1	11100	00111	28	39
2331	2331	0	1	01110	01110	14	46
	2331	1	0	00110	01100	38	12
	2331	0	1	11100	00111	28	39
	2331	1	0	01110	01110	46	14
	2331	0	1	11100	00111	28	39
	2331	1	0	01110	01110	46	14
	2331	0	1	11100	00111	28	39
2332	2332	0	1	00110	01100	6	44
	2332	1	0	00011	11000	35	24
	2332	0	1	01110	01110	14	46
	2332	1	0	00100	00100	36	4
	2332	0	1	11100	00111	28	39
	2332	1	0	01000	00010	40	2
	2332	0	1	11000	00011	24	35
	2332	1	0	01111	11110	47	30
2333	2333	0	1	00110	01100	6	44
	2333	1	0	00011	11000	35	24
	2333	0	1	01110	01110	14	46
	2333	1	0	00111	11100	39	28
	2333	0	1	11110	01111	30	47
	2333	1	0	01000	00010	40	2
	2333	0	1	11000	00011	24	35
	2333	1	0	01111	11110	47	30
3000	3000	0	1	11111	11111	31	63
	3000	1	0	01111	11110	47	30
3001	3001	0	1	11110	01111	30	47
	3001	1	0	01111	11110	47	30
3002	3002	0	1	11110	01111	30	47
	3002	1	0	01111	11110	47	30
	3002	0	1	11110	01111	30	47
3003	3003	0	1	00011	11000	3	56
	3003	1	0	00001	10000	33	16
	3003	0	1	11111	11111	31	63
	3003	1	0	01111	11110	47	30
3010	3010	0	1	11111	11111	31	63
	3010	1	0	01110	01110	46	14
	3010	0	1	11100	00111	28	39
3011	3011	0	1	11110	01111	30	47
	3011	1	0	01110	01110	46	14
	3011	0	1	11100	00111	28	39
3012	3012	0	1	00010	01000	2	40
	3012	1	0	00011	11000	35	24
	3012	0	1	11110	01111	30	47
	3012	1	0	01110	01110	46	14
	3012	0	1	11100	00111	28	39
3013	3013	0	1	00011	11000	3	56
	3013	1	0	00001	10000	33	16
	3013	0	1	11111	11111	31	63
	3013	1	0	01110	01110	46	14
	3013	0	1	11100	00111	28	39
3020	3020	0	1	11111	11111	31	63
	3020	1	0	01110	01110	46	14
	3020	0	1	00100	00100	4	36
	3020	1	0	00110	01100	38	12
	3020	0	1	11100	00111	28	39
3021	3021	0	1	11110	01111	30	47
	3021	1	0	01110	01110	46	14
	3021	0	1	00100	00100	4	36
	3021	1	0	00110	01100	38	12
	3021	0	1	11100	00111	28	39
3022	3022	0	1	00110	01100	6	44
	3022	1	0	00011	11000	35	24
	3022	0	1	11110	01111	30	47
	3022	1	0	01100	00110	44	6
	3022	0	1	00000	00000	0	32
	3022	1	0	00011	11000	35	24
3023	3023	0	1	00110	01100	6	44
	3023	1	0	00011	11000	35	24
	3023	0	1	11110	01111	30	47
	3023	1	0	01111	11110	47	30
	3023	0	1	00110	01100	6	44
	3023	1	0	00011	11000	35	24
3030	3030	0	1	00111	11100	7	60
	3030	1	0	00010	01000	34	8
	3030	0	1	11110	01111	30	47
	3030	1	0	01111	11110	47	30
3031	3031	0	1	00110	01100	6	44
	3031	1	0	00010	01000	34	8
	3031	0	1	11110	01111	30	47
	3031	1	0	01111	11110	47	30
3032	3032	0	1	00110	01100	6	44
	3032	1	0	00011	11000	35	24
	3032	0	1	11110	01111	30	47
	3032	1	0	01111	11110	47	30
3033	3033	0	1	00110	01100	6	44
	3033	1	0	00011	11000	35	24
	3033	0	1	11110	01111	30	47
	3033	1	0	01111	11110	47	30
	3033	0	1	11110	01111	30	47
3100	3100	0	1	11111	11111	31	63
	3100	1	0	01100	00110	44	6
	3100	0	1	11000	00011	24	35
3101	3101	0	1	11110	01111	30	47
	3101	1	0	01100	00110	44	6
	3101	0	1	11000	00011	24	35
3102	3102	0	1	11110	01111	30	47
	3102	1	0	01111	11110	47	30
	3102	0	1	00110	01100	6	44
	3102	1	0	00000	00000	32	0
	3102	0	1	11000	00011	24	35
3103	3103	0	1	00011	11000	3	56
	3103	1	0	00001	10000	33	16
	3103	0	1	11111	11111	31	63
	3103	1	0	01100	00110	44	6
	3103	0	1	11000	00011	24	35
3110	3110	0	1	11111	11111	31	63
	3110	1	0	01110	01110	46	14
	3110	0	1	00100	00100	4	36
	3110	1	0	00000	00000	32	0
	3110	0	1	11000	00011	24	35
3111	3111	0	1	11110	01111	30	47
	3111	1	0	01110	01110	46	14
	3111	0	1	00100	00100	4	36
	3111	1	0	00000	00000	32	0
	3111	0	1	11000	00011	24	35
3112	3112	0	1	11110	01111	30	47
	3112	1	0	01111	11110	47	30
	3112	0	1	00010	01000	2	40
	3112	1	0	00000	00000	32	0
	3112	0	1	00100	00100	4	36
	3112	1	0	00000	00000	32	0
	3112	0	1	11000	00011	24	35
3113	3113	0	1	00011	11000	3	56
	3113	1	0	00001	10000	33	16
	3113	0	1	11111	11111	31	63
	3113	1	0	01110	01110	46	14
	3113	0	1	00100	00100	4	36
	3113	1	0	00000	00000	32	0
	3113	0	1	11000	00011	24	35
3120	3120	0	1	11111	11111	31	63
	3120	1	0	01110	01110	46	14
	3120	0	1	00100	00100	4	36
	3120	1	0	00110	01100	38	12
	3120	0	1	00100	00100	4	36
	3120	1	0	00000	00000	32	0
	3120	0	1	11000	00011	24	35
3121	3121	0	1	11110	01111	30	47
	3121	1	0	01110	01110	46	14
	3121	0	1	00100	00100	4	36
	3121	1	0	00110	01100	38	12
	3121	0	1	00100	00100	4	36
	3121	1	0	00000	00000	32	0
	3121	0	1	11000	00011	24	35
3122	3122	0	1	00110	01100	6	44
	3122	1	0	00011	11000	35	24
	3122	0	1	00110	01100	6	44
	3122	1	0	00010	01000	34	8
	3122	0	1	11110	01111	30	47
	3122	1	0	01100	00110	44	6
	3122	0	1	11000	00011	24	35
3123	3123	0	1	00110	01100	6	44
	3123	1	0	00011	11000	35	24
	3123	0	1	00110	01100	6	44
	3123	1	0	00011	11000	35	24
	3123	0	1	11110	01111	30	47
	3123	1	0	01100	00110	44	6
	3123	0	1	11000	00011	24	35
3130	3130	0	1	00111	11100	7	60
	3130	1	0	00010	01000	34	8
	3130	0	1	11110	01111	30	47
	3130	1	0	01100	00110	44	6
	3130	0	1	11000	00011	24	35
3131	3131	0	1	00110	01100	6	44
	3131	1	0	00010	01000	34	8
	3131	0	1	11110	01111	30	47
	3131	1	0	01100	00110	44	6
	3131	0	1	11000	00011	24	35
3132	3132	0	1	00110	01100	6	44
	3132	1	0	00011	11000	35	24
	3132	0	1	11110	01111	30	47
	3132	1	0	01100	00110	44	6
	3132	0	1	11000	00011	24	35
3133	3133	0	1	00111	11100	7	60
	3133	1	0	00010	01000	34	8
	3133	0	1	00000	00000	0	32
	3133	1	0	00001	10000	33	16
	3133	0	1	11111	11111	31	63
	3133	1	0	01100	00110	44	6
	3133	0	1	11000	00011	24	35
3200	3200	0	1	11111	11111	31	63
	3200	1	0	01100	00110	44	6
	3200	0	1	01000	00010	8	34
	3200	1	0	01100	00110	44	6
	3200	0	1	11000	00011	24	35
3201	3201	0	1	11110	01111	30	47
	3201	1	0	01100	00110	44	6
	3201	0	1	01000	00010	8	34
	3201	1	0	01100	00110	44	6
	3201	0	1	11000	00011	24	35
3202	3202	0	1	11110	01111	30	47
	3202	1	0	01111	11110	47	30
	3202	0	1	01110	01110	14	46
	3202	1	0	00100	00100	36	4
	3202	0	1	01100	00110	12	38
	3202	1	0	00111	11100	39	28
3203	3203	0	1	11110	01111	30	47
	3203	1	0	01111	11110	47	30
	3203	0	1	01110	01110	14	46
	3203	1	0	00111	11100	39	28
	3203	0	1	01110	01110	14	46
	3203	1	0	00111	11100	39	28
3210	3210	0	1	11111	11111	31	63
	3210	1	0	01110	01110	46	14
	3210	0	1	01100	00110	12	38
	3210	1	0	00100	00100	36	4
	3210	0	1	01100	00110	12	38
	3210	1	0	00111	11100	39	28
3211	3211	0	1	11110	01111	30	47
	3211	1	0	01110	01110	46	14
	3211	0	1	01100	00110	12	38
	3211	1	0	00100	00100	36	4
	3211	0	1	01100	00110	12	38
	3211	1	0	00111	11100	39	28
3212	3212	0	1	11110	01111	30	47
	3212	1	0	01110	01110	46	14
	3212	0	1	01100	00110	12	38
	3212	1	0	00111	11100	39	28
	3212	0	1	01110	01110	14	46
	3212	1	0	00111	11100	39	28
3213	3213	0	1	11110	01111	30	47
	3213	1	0	01110	01110	46	14
	3213	0	1	01100	00110	12	38
	3213	1	0	00111	11100	39	28
	3213	0	1	01110	01110	14	46
	3213	1	0	00111	11100	39	28
	3213	0	1	11110	01111	30	47
3220	3220	0	1	11111	11111	31	63
	3220	1	0	01110	01110	46	14
	3220	0	1	01100	00110	12	38
	3220	1	0	00110	01100	38	12
	3220	0	1	01100	00110	12	38
	3220	1	0	00111	11100	39	28
3221	3221	0	1	11110	01111	30	47
	3221	1	0	01110	01110	46	14
	3221	0	1	01100	00110	12	38
	3221	1	0	00110	01100	38	12
	3221	0	1	01100	00110	12	38
	3221	1	0	00111	11100	39	28
3222	3222	0	1	11110	01111	30	47
	3222	1	0	01110	01110	46	14
	3222	0	1	01100	00110	12	38
	3222	1	0	00110	01100	38	12
	3222	0	1	01100	00110	12	38
	3222	1	0	00111	11100	39	28
	3222	0	1	11110	01111	30	47
3223	3223	0	1	11110	01111	30	47
	3223	1	0	01111	11110	47	30
	3223	0	1	01110	01110	14	46
	3223	1	0	00111	11100	39	28
	3223	0	1	01110	01110	14	46
	3223	1	0	00110	01100	38	12
	3223	0	1	00100	00100	4	36
	3223	1	0	00110	01100	38	12
	3223	0	1	11100	00111	28	39
3230	3230	0	1	00111	11100	7	60
	3230	1	0	00010	01000	34	8
	3230	0	1	11110	01111	30	47
	3230	1	0	01100	00110	44	6
	3230	0	1	01000	00010	8	34
	3230	1	0	01100	00110	44	6
	3230	0	1	11000	00011	24	35
3231	3231	0	1	00110	01100	6	44
	3231	1	0	00010	01000	34	8
	3231	0	1	11110	01111	30	47
	3231	1	0	01100	00110	44	6
	3231	0	1	01000	00010	8	34
	3231	1	0	01100	00110	44	6
	3231	0	1	11000	00011	24	35
3232	3232	0	1	00110	01100	6	44
	3232	1	0	00011	11000	35	24
	3232	0	1	11110	01111	30	47
	3232	1	0	01100	00110	44	6
	3232	0	1	01000	00010	8	34
	3232	1	0	01100	00110	44	6
	3232	0	1	11000	00011	24	35
3233	3233	0	1	01110	01110	14	46
	3233	1	0	00111	11100	39	28
	3233	0	1	11110	01111	30	47
	3233	1	0	01111	11110	47	30
	3233	0	1	01110	01110	14	46
	3233	1	0	00100	00100	36	4
	3233	0	1	00000	00000	0	32
	3233	1	0	00011	11000	35	24
3300	3300	0	1	01111	11110	15	62
	3300	1	0	00100	00100	36	4
	3300	0	1	11100	00111	28	39
	3300	1	0	01111	11110	47	30
3301	3301	0	1	01110	01110	14	46
	3301	1	0	00100	00100	36	4
	3301	0	1	11100	00111	28	39
	3301	1	0	01111	11110	47	30
3302	3302	0	1	01110	01110	14	46
	3302	1	0	00111	11100	39	28
	3302	0	1	11110	01111	30	47
	3302	1	0	01111	11110	47	30
3303	3303	0	1	01110	01110	14	46
	3303	1	0	00111	11100	39	28
	3303	0	1	11110	01111	30	47
	3303	1	0	01111	11110	47	30
	3303	0	1	11110	01111	30	47
3310	3310	0	1	01111	11110	15	62
	3310	1	0	00110	01100	38	12
	3310	0	1	11100	00111	28	39
	3310	1	0	01111	11110	47	30
3311	3311	0	1	01110	01110	14	46
	3311	1	0	00110	01100	38	12
	3311	0	1	11100	00111	28	39
	3311	1	0	01111	11110	47	30
3312	3312	0	1	01110	01110	14	46
	3312	1	0	00111	11100	39	28
	3312	0	1	11110	01111	30	47
	3312	1	0	01110	01110	46	14
	3312	0	1	11100	00111	28	39
3313	3313	0	1	00011	11000	3	56
	3313	1	0	00001	10000	33	16
	3313	0	1	01111	11110	15	62
	3313	1	0	00110	01100	38	12
	3313	0	1	11100	00111	28	39
	3313	1	0	01111	11110	47	30
3320	3320	0	1	01111	11110	15	62
	3320	1	0	00110	01100	38	12
	3320	0	1	11100	00111	28	39
	3320	1	0	01110	01110	46	14
	3320	0	1	11100	00111	28	39
3321	3321	0	1	01110	01110	14	46
	3321	1	0	00110	01100	38	12
	3321	0	1	11100	00111	28	39
	3321	1	0	01110	01110	46	14
	3321	0	1	11100	00111	28	39
3322	3322	0	1	11110	01111	30	47
	3322	1	0	01111	11110	47	30
	3322	0	1	01110	01110	14	46
	3322	1	0	00110	01100	38	12
	3322	0	1	00100	00100	4	36
	3322	1	0	00110	01100	38	12
	3322	0	1	11100	00111	28	39
3323	3323	0	1	00011	11000	3	56
	3323	1	0	00001	10000	33	16
	3323	0	1	11111	11111	31	63
	3323	1	0	01110	01110	46	14
	3323	0	1	01100	00110	12	38
	3323	1	0	00110	01100	38	12
	3323	0	1	11100	00111	28	39
3330	3330	0	1	00111	11100	7	60
	3330	1	0	00010	01000	34	8
	3330	0	1	01110	01110	14	46
	3330	1	0	00100	00100	36	4
	3330	0	1	11100	00111	28	39
	3330	1	0	01111	11110	47	30
3331	3331	0	1	00110	01100	6	44
	3331	1	0	00010	01000	34	8
	3331	0	1	01110	01110	14	46
	3331	1	0	00100	00100	36	4
	3331	0	1	11100	00111	28	39
	3331	1	0	01111	11110	47	30
3332	3332	0	1	00110	01100	6	44
	3332	1	0	00011	11000	35	24
	3332	0	1	01110	01110	14	46
	3332	1	0	00100	00100	36	4
	3332	0	1	11100	00111	28	39
	3332	1	0	01111	11110	47	30
3333	3333	0	1	00110	01100	6	44
	3333	1	0	00011	11000	35	24
	3333	0	1	01110	01110	14	46
	3333	1	0	00111	11100	39	28
	3333	0	1	11110	01111	30	47
	3333	1	0	01111	11110	47	30